Position,Genre,Age,Nationality,Needs to be relocated,Years of experience,Number of previous companies,Desired salary,Interested in freelance positions,Interested in permanent positions,Human resource score,Tech score,Exam score,Average score,Offer,Hired
Software architect,Female,35,Brazilian,True,10,5,55000,False,True,2,2,2,2.0,53949,False
CTO,Male,46,French,True,20,18,70000,True,True,0,0,3,1.0,69078,False
Sysops,Male,36,Indian,False,7,6,273000,False,False,3,0,4,2.33,223015,True
Software architect,Female,39,Turkish,False,10,8,55000,False,True,2,0,0,0.67,,
Software architect,Male,34,Brazilian,False,10,6,55000,False,True,4,1,1,2.0,44671,True
Software engineer,Male,25,Brazilian,False,3,1,38000,True,False,2,1,1,1.33,34824,False
Software architect,Female,33,Spanish,False,10,7,55000,False,False,2,3,1,2.0,54551,True
Software developer,Female,35,Turkish,False,9,6,29000,False,True,1,0,4,1.67,28203,False
Software engineer,Female,28,Italian,False,3,2,38000,True,True,3,2,3,2.67,36024,True
Sysops,Female,30,Italian,False,7,5,273000,False,True,4,3,4,3.67,263036,False
Scrum master,Male,41,Indian,False,19,11,47000,False,False,3,3,2,2.67,44165,False
Software architect,Female,35,French,False,10,3,55000,False,False,4,2,3,3.0,50692,False
Software developer,Male,35,Portuguese,False,9,4,29000,False,False,0,2,2,1.33,27523,False
Software developer,Male,33,Brazilian,False,9,1,29000,False,True,0,0,4,1.33,26519,False
Devops,Male,36,Irish,False,12,3,48000,True,False,0,1,3,1.33,45359,False
Software engineer,Female,30,Italian,False,3,2,38000,False,True,3,3,1,2.33,31348,False
Product owner,Male,39,Irish,False,12,6,40000,True,True,0,4,0,1.33,36078,True
Sysops,Male,33,Indian,False,7,4,273000,True,False,3,1,1,1.67,254788,False
Software architect,Male,39,British,True,10,5,55000,False,True,2,4,2,2.67,44851,False
Software engineer,Female,29,Brazilian,False,3,2,38000,False,True,0,3,1,1.33,34851,False
Devops,Male,39,Irish,True,12,9,48000,False,True,3,3,0,2.0,45709,False
Scrum master,Female,41,Spanish,True,19,11,47000,False,True,2,0,0,0.67,,
Scrum master,Male,41,Spanish,False,19,17,47000,False,False,2,2,0,1.33,40949,True
Scrum master,Male,44,Indian,False,19,2,47000,False,False,3,3,1,2.33,41708,True
Software engineer,Female,29,British,False,3,2,38000,True,False,2,4,1,2.33,37953,True
Devops,Female,36,British,True,12,8,48000,False,False,4,1,3,2.67,42932,False
Software developer,Female,35,Indian,False,9,2,29000,False,False,1,3,1,1.67,27558,True
Software architect,Male,32,Turkish,False,10,4,55000,False,True,3,4,3,3.33,46639,True
Software developer,Female,38,Brazilian,True,9,1,29000,False,True,1,1,2,1.33,26368,True
Software engineer,Female,28,Turkish,False,3,2,38000,True,False,0,1,4,1.67,36726,False
Software engineer,Female,26,Indian,True,3,2,38000,False,True,2,2,2,2.0,37288,True
Product owner,Male,36,French,True,12,2,40000,False,False,3,0,1,1.33,37678,True
Product owner,Male,38,British,False,12,8,40000,False,False,0,3,3,2.0,33962,True
Sysops,Male,34,Spanish,False,7,5,273000,True,False,2,1,1,1.33,270675,True
Software developer,Male,36,British,False,9,1,29000,False,False,1,1,1,1.0,23977,True
Devops,Male,36,Brazilian,False,12,8,48000,False,False,0,3,4,2.33,41777,True
Product owner,Female,41,Indian,False,12,2,40000,True,True,4,1,4,3.0,32214,False
Devops,Female,38,Spanish,False,12,1,48000,False,False,0,4,4,2.67,46784,False
Sysops,Female,34,Brazilian,False,7,2,273000,False,True,0,2,0,0.67,,
Software engineer,Female,30,Indian,False,3,1,38000,True,False,2,0,3,1.67,35607,False
Devops,Female,37,French,False,12,2,48000,False,False,4,4,0,2.67,43127,True
Sysops,Male,34,Italian,False,7,6,273000,True,False,0,1,1,0.67,,
CTO,Female,47,Brazilian,False,20,3,70000,True,False,2,0,3,1.67,68221,False
Scrum master,Female,42,Turkish,False,19,13,47000,False,False,2,1,3,2.0,41200,True
Scrum master,Male,48,Spanish,False,19,9,47000,False,True,0,4,3,2.33,43534,False
Software engineer,Male,32,British,False,3,2,38000,False,False,3,3,3,3.0,31892,False
Software engineer,Male,31,Indian,True,3,2,38000,False,False,3,2,2,2.33,37258,False
Software architect,Female,36,Portuguese,False,10,9,55000,False,False,0,1,4,1.67,52025,True
Scrum master,Female,42,Brazilian,False,19,6,47000,False,False,4,3,1,2.67,44153,False
Software architect,Female,38,Portuguese,True,10,4,55000,False,True,3,4,2,3.0,49625,True
Devops,Male,40,British,False,12,9,48000,True,False,0,2,0,0.67,,
Product owner,Female,41,Italian,False,12,1,40000,False,False,4,2,4,3.33,37170,True
Product owner,Female,34,Italian,False,12,4,40000,True,False,0,4,4,2.67,38402,True
Sysops,Male,31,Italian,False,7,6,273000,False,False,4,2,0,2.0,266029,True
Software engineer,Female,30,French,False,3,1,38000,False,False,4,4,4,4.0,31060,True
Software engineer,Female,29,French,False,3,2,38000,False,True,0,3,1,1.33,35883,False
Sysops,Female,34,Turkish,False,7,3,273000,False,False,3,2,3,2.67,226749,False
CTO,Male,46,Italian,False,20,1,70000,False,False,4,1,1,2.0,68318,True
Scrum master,Male,46,Portuguese,True,19,5,47000,False,False,4,1,0,1.67,40437,False
Devops,Male,34,Irish,False,12,2,48000,True,False,1,1,0,0.67,,
Software engineer,Female,28,Brazilian,False,3,1,38000,False,False,0,1,1,0.67,,
Software engineer,Male,27,Brazilian,False,3,2,38000,False,True,1,2,0,1.0,31770,False
CTO,Male,48,Turkish,False,20,8,70000,False,False,1,0,3,1.33,67969,True
Sysops,Male,34,Turkish,True,7,1,273000,True,True,3,0,3,2.0,242874,True
Product owner,Male,41,Brazilian,False,12,8,40000,False,True,2,2,0,1.33,37308,True
Software architect,Female,36,Turkish,False,10,4,55000,False,True,1,1,3,1.67,50078,False
Product owner,Male,37,Irish,False,12,3,40000,False,True,2,2,3,2.33,33860,False
CTO,Male,42,British,False,20,4,70000,True,False,3,4,4,3.67,64555,False
Software architect,Male,33,British,False,10,3,55000,False,False,4,0,0,1.33,49548,True
Devops,Male,36,Spanish,False,12,8,48000,False,True,0,4,2,2.0,46853,True
Software developer,Male,36,Italian,False,9,5,29000,False,True,2,3,2,2.33,23565,True
Software engineer,Female,26,Turkish,False,3,2,38000,True,True,2,1,0,1.0,34634,True
Devops,Female,38,Spanish,False,12,2,48000,False,True,1,4,1,2.0,41374,False
Scrum master,Male,43,Spanish,False,19,10,47000,True,True,0,1,0,0.33,,
Scrum master,Male,47,Spanish,False,19,9,47000,False,True,1,0,3,1.33,37947,False
CTO,Female,47,Brazilian,True,20,10,70000,True,False,1,2,2,1.67,65007,True
Product owner,Female,40,Italian,False,12,5,40000,False,False,0,3,3,2.0,36183,True
Scrum master,Female,46,Indian,False,19,8,47000,False,True,1,4,3,2.67,42684,True
Software engineer,Female,31,Irish,False,3,1,38000,True,True,4,0,4,2.67,33019,True
Scrum master,Female,46,British,True,19,5,47000,False,False,2,2,1,1.67,42966,True
Product owner,Male,34,Indian,True,12,9,40000,False,False,0,4,4,2.67,37226,True
CTO,Female,45,Irish,False,20,2,70000,False,False,2,3,1,2.0,60043,True
Sysops,Male,34,Brazilian,False,7,6,273000,False,False,1,3,2,2.0,262596,True
Product owner,Female,34,Italian,True,12,7,40000,False,True,1,0,1,0.67,,
Software developer,Female,32,British,False,9,1,29000,False,True,3,0,2,1.67,27100,True
Software architect,Male,37,Turkish,True,10,5,55000,False,True,1,3,3,2.33,50087,False
Scrum master,Female,48,Spanish,False,19,11,47000,False,True,2,1,0,1.0,39723,True
Software engineer,Male,27,Portuguese,True,3,2,38000,False,False,2,1,4,2.33,33680,True
Software architect,Male,37,Indian,False,10,7,55000,False,False,2,2,0,1.33,54528,False
Software architect,Female,32,Italian,False,10,1,55000,False,True,0,1,0,0.33,,
Software developer,Male,37,Indian,False,9,6,29000,False,False,1,0,4,1.67,24925,True
Software architect,Female,37,Italian,False,10,6,55000,False,True,3,1,1,1.67,46786,False
Sysops,Male,34,British,True,7,3,273000,True,True,3,3,4,3.33,270487,False
Software architect,Female,34,British,False,10,8,55000,True,False,3,4,3,3.33,47570,False
Software architect,Female,35,Spanish,True,10,5,55000,False,True,3,4,4,3.67,52010,False
Software developer,Male,31,British,False,9,7,29000,False,True,3,4,3,3.33,27367,True
Devops,Male,40,Turkish,False,12,5,48000,False,False,4,3,2,3.0,44779,False
Software developer,Female,31,Irish,False,9,1,29000,False,False,1,2,2,1.67,26466,False
Scrum master,Male,48,Brazilian,False,19,1,47000,False,False,1,0,4,1.67,42973,False
Product owner,Male,41,Irish,True,12,7,40000,False,False,4,0,3,2.33,38883,False
Scrum master,Male,42,Spanish,True,19,4,47000,False,True,1,0,1,0.67,,
Software engineer,Female,32,French,True,3,1,38000,False,False,3,1,0,1.33,37612,True
Software architect,Female,35,Turkish,True,10,9,55000,False,False,2,1,0,1.0,48223,True
CTO,Male,47,Indian,False,20,18,70000,False,False,4,2,0,2.0,69606,True
Scrum master,Male,44,Turkish,False,19,18,47000,False,True,2,2,0,1.33,41619,False
Software architect,Male,32,Italian,False,10,1,55000,False,True,0,1,3,1.33,47253,False
Software architect,Male,38,Brazilian,True,10,5,55000,False,True,2,3,1,2.0,54090,False
Software architect,Male,36,Turkish,False,10,7,55000,False,False,1,1,4,2.0,50055,False
CTO,Female,47,Spanish,False,20,13,70000,False,False,1,2,0,1.0,65794,True
Devops,Female,35,Italian,False,12,6,48000,False,True,0,4,1,1.67,43321,True
Software engineer,Female,30,Irish,False,3,1,38000,False,True,2,4,0,2.0,36112,True
Product owner,Female,37,Indian,False,12,2,40000,False,False,1,3,0,1.33,33107,True
Devops,Male,35,Turkish,False,12,9,48000,False,False,4,4,0,2.67,42998,True
Sysops,Female,35,Irish,False,7,6,273000,False,False,1,2,2,1.67,231707,False
Software architect,Female,36,Brazilian,False,10,8,55000,True,True,3,3,2,2.67,52714,False
Sysops,Female,30,Turkish,True,7,2,273000,False,False,2,3,0,1.67,242928,False
Devops,Male,37,Indian,True,12,2,48000,True,True,4,0,1,1.67,46472,True
CTO,Male,44,Spanish,False,20,12,70000,False,False,4,1,3,2.67,60500,True
Software architect,Male,33,French,False,10,2,55000,False,False,1,3,2,2.0,53698,False
Software architect,Female,32,British,False,10,7,55000,False,True,0,1,1,0.67,,
Product owner,Female,34,Spanish,True,12,3,40000,False,True,4,0,2,2.0,38805,False
Product owner,Female,37,British,False,12,8,40000,False,False,2,4,1,2.33,33694,True
Sysops,Male,35,French,False,7,6,273000,True,False,4,1,4,3.0,264496,True
Software architect,Male,37,Italian,False,10,3,55000,False,False,2,0,4,2.0,48168,False
Product owner,Female,38,Turkish,False,12,5,40000,False,True,3,0,0,1.0,33412,False
Devops,Female,38,Italian,False,12,8,48000,True,False,1,1,2,1.33,43934,True
Software architect,Female,34,British,False,10,1,55000,True,True,4,3,1,2.67,49931,False
Software architect,Female,36,French,False,10,8,55000,False,True,0,4,2,2.0,47876,True
Devops,Female,39,Portuguese,False,12,8,48000,True,True,1,4,0,1.67,40635,True
Software architect,Female,34,Portuguese,False,10,9,55000,False,False,0,3,0,1.0,53368,True
Software architect,Female,37,Indian,False,10,2,55000,True,True,0,3,3,2.0,45475,True
Software architect,Female,32,French,False,10,4,55000,False,False,3,1,0,1.33,48186,True
Software engineer,Male,26,Irish,False,3,1,38000,False,False,2,4,0,2.0,30916,True
Software architect,Female,39,Turkish,False,10,1,55000,True,False,3,2,4,3.0,50758,True
Product owner,Female,40,Portuguese,True,12,6,40000,False,False,2,1,0,1.0,32577,True
Software architect,Female,39,Italian,False,10,2,55000,False,True,0,0,3,1.0,48033,True
Software developer,Female,34,Indian,False,9,1,29000,False,False,1,2,2,1.67,24506,True
CTO,Female,49,Turkish,False,20,5,70000,False,True,1,0,4,1.67,61438,False
Software architect,Female,37,Italian,True,10,8,55000,True,True,4,0,1,1.67,52444,False
Software architect,Female,35,Italian,True,10,3,55000,True,True,2,3,0,1.67,53798,True
Software architect,Female,39,Portuguese,False,10,5,55000,False,False,0,3,1,1.33,52024,False
Sysops,Female,29,Irish,False,7,2,273000,False,True,4,3,1,2.67,261609,False
Software developer,Female,31,Brazilian,True,9,4,29000,False,False,0,2,0,0.67,,
Sysops,Male,32,Italian,False,7,3,273000,False,True,1,4,3,2.67,254578,False
Sysops,Female,31,Italian,False,7,6,273000,False,True,0,1,1,0.67,,
Product owner,Female,39,Spanish,False,12,7,40000,False,True,2,0,2,1.33,37253,False
Software engineer,Male,28,Turkish,False,3,1,38000,False,False,1,4,4,3.0,31722,False
Software architect,Female,39,French,False,10,9,55000,False,False,0,1,4,1.67,45178,False
Software developer,Female,31,British,False,9,6,29000,True,False,2,0,3,1.67,24378,False
Software developer,Female,35,British,True,9,6,29000,True,True,2,1,1,1.33,28866,True
Software architect,Male,36,British,False,10,3,55000,False,False,1,0,3,1.33,50478,True
Devops,Female,34,Irish,False,12,1,48000,False,False,4,2,2,2.67,47467,False
Software architect,Female,37,Irish,False,10,4,55000,True,False,4,3,4,3.67,45272,True
CTO,Male,43,Portuguese,False,20,4,70000,True,False,4,0,2,2.0,62047,False
Product owner,Male,40,Irish,False,12,8,40000,True,True,4,2,3,3.0,36315,False
Scrum master,Female,47,British,False,19,6,47000,False,False,1,4,1,2.0,38941,False
Software engineer,Female,31,Brazilian,False,3,2,38000,True,True,0,2,2,1.33,31376,True
Devops,Female,37,Portuguese,False,12,3,48000,False,False,1,1,3,1.67,39600,False
Software engineer,Male,31,British,False,3,1,38000,False,False,1,0,4,1.67,37404,False
Sysops,Female,29,Irish,False,7,1,273000,True,False,4,1,1,2.0,231842,True
Software architect,Female,37,French,False,10,9,55000,False,True,4,0,4,2.67,46674,True
CTO,Female,45,French,False,20,15,70000,False,False,1,2,2,1.67,61249,True
CTO,Male,49,Portuguese,False,20,1,70000,False,False,2,2,1,1.67,60490,False
Software developer,Male,32,Turkish,False,9,3,29000,True,True,4,4,2,3.33,25565,False
Devops,Male,41,Turkish,False,12,2,48000,False,False,2,0,2,1.33,47897,False
Devops,Male,37,British,True,12,1,48000,False,True,3,3,3,3.0,47664,False
CTO,Male,48,Brazilian,True,20,5,70000,False,False,1,2,4,2.33,60260,True
CTO,Male,46,Italian,False,20,11,70000,False,True,4,0,2,2.0,56120,True
Software engineer,Male,27,Portuguese,False,3,1,38000,False,True,1,2,1,1.33,33202,False
Devops,Male,36,Spanish,False,12,8,48000,False,False,1,0,3,1.33,47087,False
Software architect,Female,35,Spanish,False,10,7,55000,False,True,3,3,2,2.67,45406,False
Product owner,Male,39,French,False,12,6,40000,False,True,0,2,0,0.67,,
Devops,Female,35,Spanish,True,12,3,48000,True,True,2,0,3,1.67,43646,True
Product owner,Male,36,Portuguese,False,12,9,40000,False,True,0,1,3,1.33,36638,True
Software engineer,Female,27,Spanish,True,3,2,38000,True,False,3,2,3,2.67,36381,False
Software architect,Female,37,Brazilian,False,10,5,55000,False,False,4,0,0,1.33,52834,False
Product owner,Female,35,Portuguese,False,12,1,40000,False,True,2,2,3,2.33,33172,False
Software architect,Male,38,British,False,10,1,55000,True,False,1,3,0,1.33,49517,True
Scrum master,Female,44,Portuguese,False,19,11,47000,False,True,1,0,2,1.0,45301,True
Software architect,Male,33,Indian,True,10,6,55000,False,False,1,2,3,2.0,49228,False
Software engineer,Female,28,British,False,3,1,38000,True,True,2,1,4,2.33,36129,False
Software architect,Male,36,French,True,10,5,55000,False,False,3,4,4,3.67,50809,False
Software architect,Female,32,Portuguese,False,10,1,55000,True,True,3,1,0,1.33,44379,False
Product owner,Female,39,British,False,12,9,40000,False,True,0,2,0,0.67,,
CTO,Male,46,British,False,20,18,70000,True,False,3,3,4,3.33,68499,True
Software developer,Female,37,Turkish,False,9,1,29000,False,True,0,4,0,1.33,28970,True
Sysops,Male,30,Spanish,False,7,3,273000,False,True,4,2,1,2.33,236805,True
Software engineer,Female,31,Spanish,True,3,2,38000,True,True,0,4,2,2.0,31097,True
Sysops,Male,32,Indian,False,7,3,273000,False,False,0,0,2,0.67,,
Software engineer,Male,25,Portuguese,False,3,1,38000,False,False,0,1,2,1.0,34992,False
Scrum master,Female,41,Italian,True,19,14,47000,False,False,3,1,4,2.67,37902,False
Software engineer,Male,28,Italian,False,3,2,38000,False,False,1,4,3,2.67,37995,True
Devops,Male,37,Portuguese,False,12,2,48000,False,True,4,1,1,2.0,46279,False
Scrum master,Male,47,French,True,19,8,47000,True,True,2,2,4,2.67,45971,True
Software architect,Female,39,Spanish,True,10,6,55000,False,True,4,4,3,3.67,44401,True
Software architect,Female,36,Portuguese,False,10,6,55000,False,False,4,0,0,1.33,51188,False
Sysops,Female,29,British,False,7,2,273000,False,True,3,3,0,2.0,267376,True
Software architect,Female,32,Portuguese,False,10,9,55000,False,True,3,2,4,3.0,53730,False
Software architect,Male,39,Turkish,False,10,7,55000,False,False,4,0,1,1.67,51527,True
Software developer,Female,36,Turkish,False,9,5,29000,False,False,2,3,1,2.0,26486,False
Software engineer,Male,31,Indian,True,3,2,38000,False,True,3,4,3,3.33,36185,True
CTO,Male,43,Portuguese,False,20,10,70000,True,False,4,0,4,2.67,58294,False
Scrum master,Female,46,French,False,19,8,47000,True,True,3,1,2,2.0,40170,True
Software architect,Female,38,French,True,10,8,55000,False,False,2,0,3,1.67,49357,True
Software architect,Female,35,French,True,10,3,55000,True,False,3,3,2,2.67,46038,True
Scrum master,Male,41,British,False,19,6,47000,True,False,1,1,3,1.67,44274,True
Devops,Female,40,Indian,False,12,1,48000,True,False,4,3,0,2.33,47817,True
Software developer,Female,32,Indian,True,9,1,29000,True,True,0,2,2,1.33,28273,False
Devops,Male,38,Spanish,False,12,1,48000,True,True,1,1,2,1.33,47174,False
Software architect,Male,35,Portuguese,False,10,8,55000,False,False,1,2,3,2.0,47556,True
Software engineer,Female,31,Irish,False,3,1,38000,False,True,3,3,3,3.0,36470,True
Scrum master,Male,42,Brazilian,False,19,10,47000,False,False,3,0,1,1.33,41688,True
Software developer,Female,33,Portuguese,False,9,4,29000,False,False,4,0,1,1.67,25670,False
Software engineer,Female,30,Italian,False,3,2,38000,True,True,1,0,0,0.33,,
Software architect,Female,35,French,False,10,5,55000,False,True,2,1,3,2.0,53124,False
Sysops,Female,33,Irish,True,7,6,273000,False,False,2,4,1,2.33,264920,True
Software architect,Male,32,Spanish,False,10,6,55000,False,False,2,0,4,2.0,50290,False
Software developer,Male,32,Irish,True,9,5,29000,True,True,0,2,1,1.0,24427,True
Sysops,Female,35,Indian,False,7,5,273000,False,True,4,1,2,2.33,270775,False
Scrum master,Male,47,Brazilian,False,19,2,47000,True,True,2,1,2,1.67,46869,False
Software architect,Female,39,Portuguese,True,10,6,55000,False,False,4,4,1,3.0,45839,True
Sysops,Male,31,Italian,False,7,5,273000,True,True,1,4,4,3.0,268556,True
Scrum master,Female,42,Spanish,True,19,1,47000,False,True,4,3,2,3.0,43685,True
Software developer,Female,34,British,False,9,7,29000,False,False,4,3,2,3.0,24259,False
Software architect,Male,36,Turkish,False,10,5,55000,False,False,2,4,2,2.67,46870,False
Devops,Male,35,Indian,False,12,6,48000,False,False,1,2,3,2.0,38590,True
Software developer,Male,37,Irish,False,9,5,29000,True,False,2,2,0,1.33,25491,True
Product owner,Male,38,Turkish,False,12,2,40000,True,True,4,4,1,3.0,38266,False
Sysops,Female,33,Spanish,False,7,1,273000,True,True,1,0,4,1.67,265024,False
Sysops,Male,31,Brazilian,True,7,3,273000,False,True,1,1,3,1.67,243121,False
Software architect,Male,34,Turkish,True,10,6,55000,False,True,0,4,0,1.33,54362,True
Software developer,Male,36,Brazilian,False,9,3,29000,False,False,0,1,1,0.67,,
Sysops,Female,31,Brazilian,False,7,4,273000,False,False,3,4,2,3.0,229162,True
CTO,Male,45,British,False,20,12,70000,True,False,3,4,2,3.0,62813,True
Scrum master,Male,43,French,False,19,4,47000,False,False,2,3,1,2.0,46902,True
Product owner,Male,40,Spanish,True,12,11,40000,True,False,2,2,2,2.0,33265,False
Software engineer,Female,29,Indian,False,3,2,38000,True,False,4,1,2,2.33,32101,True
Software architect,Female,36,British,False,10,2,55000,True,True,4,3,4,3.67,50793,True
Software engineer,Male,32,British,True,3,1,38000,False,False,2,0,4,2.0,33605,True
Software architect,Male,37,French,False,10,4,55000,False,False,0,0,0,0.0,,
Devops,Male,34,Irish,True,12,11,48000,False,False,0,4,4,2.67,43182,False
CTO,Male,49,French,True,20,13,70000,False,False,1,1,3,1.67,62373,False
Software architect,Female,36,Portuguese,False,10,2,55000,False,True,3,2,1,2.0,54484,True
Scrum master,Male,45,Indian,False,19,14,47000,False,True,2,4,3,3.0,45810,True
Software architect,Female,34,Spanish,False,10,7,55000,False,True,4,0,2,2.0,44271,False
Software architect,Female,33,Italian,True,10,4,55000,False,False,2,4,3,3.0,48875,True
Scrum master,Male,42,Italian,False,19,8,47000,False,False,3,4,2,3.0,39313,False
Product owner,Female,38,Turkish,False,12,1,40000,False,True,4,2,3,3.0,39856,True
CTO,Male,46,Turkish,True,20,18,70000,False,False,0,1,1,0.67,,
Sysops,Male,35,Italian,False,7,1,273000,False,False,3,3,3,3.0,229911,False
Software architect,Female,34,Portuguese,False,10,7,55000,False,False,0,1,3,1.33,50918,True
Sysops,Male,32,Irish,False,7,2,273000,False,True,4,1,0,1.67,248088,False
Sysops,Female,34,French,False,7,6,273000,False,False,0,1,4,1.67,236621,False
Devops,Male,39,Turkish,False,12,6,48000,False,True,0,1,1,0.67,,
Software developer,Male,38,Portuguese,False,9,8,29000,False,True,3,0,4,2.33,25822,True
Devops,Female,35,Indian,False,12,1,48000,True,False,4,4,0,2.67,47857,True
Scrum master,Female,48,Irish,False,19,7,47000,False,False,4,3,0,2.33,41978,True
Software engineer,Female,29,Portuguese,False,3,1,38000,True,False,1,3,1,1.67,33303,True
Software engineer,Female,25,Turkish,True,3,2,38000,False,True,1,2,4,2.33,34640,False
Software architect,Male,32,Irish,False,10,5,55000,True,True,4,1,3,2.67,54914,True
CTO,Male,45,Indian,False,20,17,70000,False,True,3,0,2,1.67,58027,False
Software architect,Female,39,Brazilian,False,10,1,55000,True,False,0,0,4,1.33,54962,True
Software developer,Female,35,British,False,9,4,29000,False,True,1,2,4,2.33,24310,True
Software developer,Male,35,Turkish,False,9,2,29000,False,False,3,1,1,1.67,28819,False
Sysops,Male,34,Irish,False,7,2,273000,False,True,0,0,0,0.0,,
Scrum master,Male,47,Spanish,False,19,1,47000,False,False,1,0,0,0.33,,
Software developer,Male,31,Turkish,False,9,2,29000,False,True,2,2,0,1.33,25424,False
Software architect,Male,39,Turkish,False,10,2,55000,False,False,1,2,1,1.33,53801,False
Product owner,Female,40,Spanish,False,12,3,40000,False,True,2,0,1,1.0,38550,True
Software architect,Male,39,British,False,10,5,55000,False,False,3,1,0,1.33,52968,True
Software architect,Female,34,Indian,False,10,4,55000,True,False,3,2,1,2.0,45650,False
Software architect,Female,35,Irish,True,10,1,55000,False,False,4,4,1,3.0,48925,False
Product owner,Male,35,Irish,False,12,10,40000,False,False,0,0,4,1.33,38493,True
Scrum master,Male,48,Italian,True,19,5,47000,False,False,3,2,0,1.67,45749,True
Sysops,Female,33,Brazilian,False,7,5,273000,False,False,2,4,4,3.33,258685,True
Software architect,Female,37,Turkish,False,10,8,55000,False,True,0,2,1,1.0,46920,False
CTO,Female,48,British,False,20,7,70000,False,True,3,3,2,2.67,62379,False
Sysops,Female,36,Brazilian,False,7,3,273000,True,False,2,3,4,3.0,254143,True
CTO,Female,48,Italian,False,20,12,70000,False,False,1,0,4,1.67,57895,False
Software engineer,Male,26,Spanish,False,3,1,38000,False,True,4,0,4,2.67,35892,False
Software architect,Male,35,Portuguese,False,10,4,55000,False,False,2,3,3,2.67,44405,True
Software engineer,Female,31,Brazilian,True,3,2,38000,False,True,2,4,4,3.33,31831,True
Software architect,Female,32,Turkish,False,10,8,55000,False,False,2,4,1,2.33,51437,True
Software developer,Male,36,Brazilian,False,9,1,29000,False,False,4,0,3,2.33,26176,False
Sysops,Male,36,Italian,False,7,6,273000,False,True,3,0,1,1.33,242172,False
Software architect,Female,36,Italian,False,10,1,55000,False,True,4,4,4,4.0,53814,True
Software engineer,Female,26,Turkish,True,3,2,38000,True,True,4,4,2,3.33,34878,False
Software developer,Female,33,French,True,9,5,29000,False,True,0,2,0,0.67,,
Software architect,Female,35,Italian,False,10,6,55000,True,False,0,2,2,1.33,52510,False
Devops,Female,37,Spanish,False,12,7,48000,True,True,3,4,2,3.0,38699,False
Scrum master,Female,42,Indian,False,19,6,47000,False,False,1,2,1,1.33,42919,False
CTO,Female,44,Spanish,False,20,16,70000,True,False,3,2,1,2.0,67536,True
Product owner,Male,41,British,False,12,9,40000,False,False,4,1,2,2.33,38697,False
Software architect,Female,34,Brazilian,False,10,4,55000,False,True,3,4,0,2.33,49821,True
Sysops,Female,30,Italian,True,7,1,273000,False,True,2,3,4,3.0,220093,False
Sysops,Female,33,British,True,7,5,273000,False,True,2,3,2,2.33,226446,False
Product owner,Female,34,Irish,True,12,5,40000,False,False,2,2,3,2.33,37778,True
Sysops,Female,36,British,False,7,6,273000,False,False,4,4,4,4.0,219352,True
Software engineer,Female,27,Turkish,False,3,2,38000,False,False,1,3,0,1.33,36984,False
Sysops,Male,31,Irish,False,7,4,273000,False,True,4,4,1,3.0,258982,True
Software engineer,Female,26,Italian,False,3,2,38000,False,False,1,2,3,2.0,35480,True
Software developer,Female,38,Italian,False,9,5,29000,False,True,2,1,4,2.33,28751,False
Devops,Male,35,Spanish,True,12,9,48000,True,False,4,1,3,2.67,45188,True
CTO,Male,42,British,False,20,15,70000,False,False,0,0,0,0.0,,
Software architect,Male,35,Italian,False,10,9,55000,False,False,2,3,2,2.33,46828,True
Software developer,Female,35,British,False,9,3,29000,False,True,3,0,1,1.33,26287,False
Devops,Female,39,Indian,False,12,11,48000,False,False,4,4,3,3.67,41364,True
Software architect,Female,35,British,False,10,9,55000,False,True,0,3,1,1.33,49503,True
Software developer,Male,36,Portuguese,False,9,7,29000,False,True,4,0,0,1.33,25795,False
Scrum master,Male,48,Spanish,False,19,1,47000,False,True,0,4,0,1.33,46007,False
Software architect,Female,32,British,True,10,1,55000,False,False,3,0,0,1.0,54682,True
Software architect,Female,37,Brazilian,False,10,5,55000,False,True,3,4,4,3.67,44078,True
Product owner,Male,35,Spanish,True,12,10,40000,True,False,4,3,4,3.67,32902,False
Software architect,Female,33,Italian,False,10,7,55000,False,True,4,0,0,1.33,45471,False
Software developer,Female,32,Indian,True,9,1,29000,False,True,4,2,1,2.33,26444,False
Product owner,Male,39,Spanish,False,12,4,40000,False,True,4,2,4,3.33,38074,True
CTO,Female,48,Turkish,False,20,3,70000,False,True,2,3,2,2.33,66456,False
CTO,Female,44,French,False,20,6,70000,False,False,4,1,3,2.67,62455,False
Software architect,Female,37,Turkish,False,10,8,55000,True,False,0,4,0,1.33,52598,True
CTO,Male,42,Indian,True,20,13,70000,False,True,1,1,1,1.0,64936,True
Software developer,Female,34,Italian,False,9,6,29000,False,False,2,4,1,2.33,28873,False
CTO,Male,45,Irish,False,20,18,70000,True,False,1,1,3,1.67,69437,False
Scrum master,Male,46,British,False,19,10,47000,False,False,2,2,2,2.0,39436,False
Software architect,Female,33,British,True,10,6,55000,False,True,4,1,1,2.0,54085,False
Software engineer,Male,25,Indian,True,3,1,38000,False,False,0,1,3,1.33,30730,True
Software developer,Female,33,Indian,True,9,1,29000,True,True,3,4,3,3.33,25585,False
Product owner,Female,40,French,False,12,8,40000,True,False,0,3,0,1.0,37453,False
Scrum master,Male,43,Portuguese,False,19,16,47000,True,False,0,0,2,0.67,,
Devops,Male,39,Brazilian,True,12,2,48000,True,True,2,4,0,2.0,46985,False
Product owner,Male,41,French,True,12,4,40000,False,False,3,2,1,2.0,35130,True
Product owner,Female,38,Portuguese,True,12,6,40000,False,False,3,3,1,2.33,33922,True
